"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"0400000US53","Washington","7740984","*****",
"1400000US53033001900","Census Tract 19; King County; Washington","5036","433",
"1400000US53033002000","Census Tract 20; King County; Washington","4231","416",
"1400000US53033002100","Census Tract 21; King County; Washington","4844","550",
"1400000US53033002200","Census Tract 22; King County; Washington","6201","693",
"1400000US53033002400","Census Tract 24; King County; Washington","3051","390",
"1400000US53033002500","Census Tract 25; King County; Washington","3265","436",
"1400000US53033002600","Census Tract 26; King County; Washington","5372","707",
"1400000US53033002700","Census Tract 27; King County; Washington","5928","735",
"1400000US53033002800","Census Tract 28; King County; Washington","5107","658",
"1400000US53033002900","Census Tract 29; King County; Washington","4475","545",
"1400000US53033003000","Census Tract 30; King County; Washington","6366","543",
"1400000US53033003100","Census Tract 31; King County; Washington","6660","816",
"1400000US53033003201","Census Tract 32.01; King County; Washington","4589","689",
"1400000US53033003202","Census Tract 32.02; King County; Washington","4917","877",
"1400000US53033003301","Census Tract 33.01; King County; Washington","4315","620",
"1400000US53033003302","Census Tract 33.02; King County; Washington","3899","785",
"1400000US53033003400","Census Tract 34; King County; Washington","3576","400",
"1400000US53033003500","Census Tract 35; King County; Washington","4051","350",
"1400000US53033003601","Census Tract 36.01; King County; Washington","3602","494",
"1400000US53033003602","Census Tract 36.02; King County; Washington","4228","590",
"1400000US53033003800","Census Tract 38; King County; Washington","2478","322",
"1400000US53033003900","Census Tract 39; King County; Washington","3383","476",
"1400000US53033004000","Census Tract 40; King County; Washington","3116","348",
"1400000US53033004101","Census Tract 41.01; King County; Washington","4106","635",
"1400000US53033004102","Census Tract 41.02; King County; Washington","4038","606",
"1400000US53033004201","Census Tract 42.01; King County; Washington","3756","525",
"1400000US53033004202","Census Tract 42.02; King County; Washington","4815","530",
"1400000US53033004301","Census Tract 43.01; King County; Washington","3605","383",
"1400000US53033004302","Census Tract 43.02; King County; Washington","4465","893",
"1400000US53033004401","Census Tract 44.01; King County; Washington","3720","736",
"1400000US53033004402","Census Tract 44.02; King County; Washington","3497","747",
"1400000US53033004500","Census Tract 45; King County; Washington","3230","619",
"1400000US53033004600","Census Tract 46; King County; Washington","3753","512",
"1400000US53033004701","Census Tract 47.01; King County; Washington","3596","499",
"1400000US53033004702","Census Tract 47.02; King County; Washington","3458","558",
"1400000US53033004703","Census Tract 47.03; King County; Washington","4111","727",
"1400000US53033004800","Census Tract 48; King County; Washington","5108","620",
"1400000US53033004901","Census Tract 49.01; King County; Washington","3883","546",
"1400000US53033004902","Census Tract 49.02; King County; Washington","3359","476",
"1400000US53033005000","Census Tract 50; King County; Washington","4625","685",
"1400000US53033005100","Census Tract 51; King County; Washington","3848","472",
"1400000US53033005201","Census Tract 52.01; King County; Washington","3675","770",
"1400000US53033005202","Census Tract 52.02; King County; Washington","3056","602",
"1400000US53033005303","Census Tract 53.03; King County; Washington","3943","121",
"1400000US53033005304","Census Tract 53.04; King County; Washington","3428","103",
"1400000US53033005305","Census Tract 53.05; King County; Washington","2137","396",
"1400000US53033005306","Census Tract 53.06; King County; Washington","3404","862",
"1400000US53033005307","Census Tract 53.07; King County; Washington","3119","611",
"1400000US53033005401","Census Tract 54.01; King County; Washington","3306","367",
"1400000US53033005402","Census Tract 54.02; King County; Washington","2963","564",
"1400000US53033005600","Census Tract 56; King County; Washington","7158","823",
"1400000US53033005700","Census Tract 57; King County; Washington","6614","766",
"1400000US53033005801","Census Tract 58.01; King County; Washington","6359","899",
"1400000US53033005803","Census Tract 58.03; King County; Washington","3237","400",
"1400000US53033005804","Census Tract 58.04; King County; Washington","2508","259",
"1400000US53033005901","Census Tract 59.01; King County; Washington","3607","461",
"1400000US53033005902","Census Tract 59.02; King County; Washington","4316","550",
"1400000US53033006000","Census Tract 60; King County; Washington","6329","643",
"1400000US53033006100","Census Tract 61; King County; Washington","6104","718",
"1400000US53033006200","Census Tract 62; King County; Washington","4239","485",
"1400000US53033006300","Census Tract 63; King County; Washington","5844","883",
"1400000US53033006400","Census Tract 64; King County; Washington","3605","505",
"1400000US53033006500","Census Tract 65; King County; Washington","4773","584",
"1400000US53033006600","Census Tract 66; King County; Washington","4108","531",
"1400000US53033006701","Census Tract 67.01; King County; Washington","3475","607",
"1400000US53033006702","Census Tract 67.02; King County; Washington","2996","563",
"1400000US53033006703","Census Tract 67.03; King County; Washington","3113","439",
"1400000US53033006800","Census Tract 68; King County; Washington","3273","386",
"1400000US53033006900","Census Tract 69; King County; Washington","4984","771",
"1400000US53033007001","Census Tract 70.01; King County; Washington","3737","629",
"1400000US53033007002","Census Tract 70.02; King County; Washington","4052","381",
"1400000US53033007101","Census Tract 71.01; King County; Washington","3026","455",
"1400000US53033007102","Census Tract 71.02; King County; Washington","2597","385",
"1400000US53033007201","Census Tract 72.01; King County; Washington","5186","896",
"1400000US53033007202","Census Tract 72.02; King County; Washington","3631","597",
"1400000US53033007203","Census Tract 72.03; King County; Washington","3137","460",
"1400000US53033007301","Census Tract 73.01; King County; Washington","3416","537",
"1400000US53033007302","Census Tract 73.02; King County; Washington","5231","608",
"1400000US53033007303","Census Tract 73.03; King County; Washington","3645","526",
"1400000US53033007403","Census Tract 74.03; King County; Washington","2943","524",
"1400000US53033007404","Census Tract 74.04; King County; Washington","2770","416",
"1400000US53033007405","Census Tract 74.05; King County; Washington","2518","439",
"1400000US53033007406","Census Tract 74.06; King County; Washington","2644","338",
"1400000US53033007501","Census Tract 75.01; King County; Washington","4131","811",
"1400000US53033007502","Census Tract 75.02; King County; Washington","3071","496",
"1400000US53033007503","Census Tract 75.03; King County; Washington","2285","506",
"1400000US53033007600","Census Tract 76; King County; Washington","4692","750",
"1400000US53033007700","Census Tract 77; King County; Washington","5665","655",
"1400000US53033007800","Census Tract 78; King County; Washington","5670","627",
"1400000US53033007901","Census Tract 79.01; King County; Washington","3079","411",
"1400000US53033007902","Census Tract 79.02; King County; Washington","3781","501",
"1400000US53033008002","Census Tract 80.02; King County; Washington","4363","523",
"1400000US53033008003","Census Tract 80.03; King County; Washington","3911","664",
"1400000US53033008004","Census Tract 80.04; King County; Washington","3024","481",
"1400000US53033008101","Census Tract 81.01; King County; Washington","2788","338",
"1400000US53033008102","Census Tract 81.02; King County; Washington","3512","440",
"1400000US53033008200","Census Tract 82; King County; Washington","4632","572",
"1400000US53033008300","Census Tract 83; King County; Washington","3342","466",
"1400000US53033008401","Census Tract 84.01; King County; Washington","3394","452",
"1400000US53033008402","Census Tract 84.02; King County; Washington","2972","424",
"1400000US53033008500","Census Tract 85; King County; Washington","4458","434",
"1400000US53033008600","Census Tract 86; King County; Washington","6863","462",
"1400000US53033008700","Census Tract 87; King County; Washington","4888","719",
"1400000US53033008800","Census Tract 88; King County; Washington","4290","724",
"1400000US53033008900","Census Tract 89; King County; Washington","6176","1006",
"1400000US53033009000","Census Tract 90; King County; Washington","4256","376",
"1400000US53033009100","Census Tract 91; King County; Washington","3173","457",
"1400000US53033009200","Census Tract 92; King County; Washington","3373","414",
"1400000US53033009300","Census Tract 93; King County; Washington","3364","372",
"1400000US53033009400","Census Tract 94; King County; Washington","6289","744",
"1400000US53033009500","Census Tract 95; King County; Washington","7179","893",
"1400000US53033009600","Census Tract 96; King County; Washington","6057","895",
"1400000US53033009701","Census Tract 97.01; King County; Washington","6029","916",
"1400000US53033009702","Census Tract 97.02; King County; Washington","6093","594",
"1400000US53033009801","Census Tract 98.01; King County; Washington","3409","337",
"1400000US53033009802","Census Tract 98.02; King County; Washington","4214","881",
"1400000US53033009900","Census Tract 99; King County; Washington","5803","734",
"1400000US53033010001","Census Tract 100.01; King County; Washington","4148","531",
"1400000US53033010002","Census Tract 100.02; King County; Washington","4865","608",
"1400000US53033010101","Census Tract 101.01; King County; Washington","4246","684",
"1400000US53033010102","Census Tract 101.02; King County; Washington","4693","578",
"1400000US53033010200","Census Tract 102; King County; Washington","5439","496",
"1400000US53033010301","Census Tract 103.01; King County; Washington","4190","616",
"1400000US53033010302","Census Tract 103.02; King County; Washington","3438","646",
"1400000US53033010401","Census Tract 104.01; King County; Washington","4672","654",
"1400000US53033010402","Census Tract 104.02; King County; Washington","4660","751",
"1400000US53033010501","Census Tract 105.01; King County; Washington","4315","486",
"1400000US53033010502","Census Tract 105.02; King County; Washington","5769","996",
"1400000US53033010601","Census Tract 106.01; King County; Washington","4245","561",
"1400000US53033010602","Census Tract 106.02; King County; Washington","3923","612",
"1400000US53033010701","Census Tract 107.01; King County; Washington","4220","483",
"1400000US53033010702","Census Tract 107.02; King County; Washington","5012","524",
"1400000US53033010800","Census Tract 108; King County; Washington","5023","607",
"1400000US53033010900","Census Tract 109; King County; Washington","1181","154",
"1400000US53033011001","Census Tract 110.01; King County; Washington","5067","752",
"1400000US53033011002","Census Tract 110.02; King County; Washington","4801","538",
"1400000US53033011101","Census Tract 111.01; King County; Washington","4807","655",
"1400000US53033011102","Census Tract 111.02; King County; Washington","5759","849",
"1400000US53033011200","Census Tract 112; King County; Washington","4060","561",
"1400000US53033011300","Census Tract 113; King County; Washington","6969","991",
"1400000US53033011401","Census Tract 114.01; King County; Washington","5188","782",
"1400000US53033011402","Census Tract 114.02; King County; Washington","4426","602",
"1400000US53033011500","Census Tract 115; King County; Washington","4370","414",
"1400000US53033011601","Census Tract 116.01; King County; Washington","3337","348",
"1400000US53033011602","Census Tract 116.02; King County; Washington","3615","805",
"1400000US53033011700","Census Tract 117; King County; Washington","5742","838",
"1400000US53033011801","Census Tract 118.01; King County; Washington","3361","591",
"1400000US53033011802","Census Tract 118.02; King County; Washington","4918","624",
"1400000US53033011901","Census Tract 119.01; King County; Washington","4553","1216",
"1400000US53033011902","Census Tract 119.02; King County; Washington","3034","428",
"1400000US53033012000","Census Tract 120; King County; Washington","3373","503",
"1400000US53033012100","Census Tract 121; King County; Washington","2772","318",
"1400000US53033020100","Census Tract 201; King County; Washington","3409","402",
"1400000US53033020200","Census Tract 202; King County; Washington","5453","595",
"1400000US53033020301","Census Tract 203.01; King County; Washington","3530","379",
"1400000US53033020302","Census Tract 203.02; King County; Washington","3887","691",
"1400000US53033020401","Census Tract 204.01; King County; Washington","4221","627",
"1400000US53033020402","Census Tract 204.02; King County; Washington","5523","659",
"1400000US53033020500","Census Tract 205; King County; Washington","7761","791",
"1400000US53033020600","Census Tract 206; King County; Washington","4020","685",
"1400000US53033020700","Census Tract 207; King County; Washington","4140","584",
"1400000US53033020800","Census Tract 208; King County; Washington","4686","419",
"1400000US53033020900","Census Tract 209; King County; Washington","3941","481",
"1400000US53033021000","Census Tract 210; King County; Washington","5786","593",
"1400000US53033021100","Census Tract 211; King County; Washington","4222","391",
"1400000US53033021300","Census Tract 213; King County; Washington","4327","430",
"1400000US53033021400","Census Tract 214; King County; Washington","3985","367",
"1400000US53033021500","Census Tract 215; King County; Washington","4798","511",
"1400000US53033021600","Census Tract 216; King County; Washington","5407","552",
"1400000US53033021701","Census Tract 217.01; King County; Washington","4599","495",
"1400000US53033021702","Census Tract 217.02; King County; Washington","5204","511",
"1400000US53033021802","Census Tract 218.02; King County; Washington","6062","696",
"1400000US53033021803","Census Tract 218.03; King County; Washington","6458","862",
"1400000US53033021804","Census Tract 218.04; King County; Washington","5482","698",
"1400000US53033021903","Census Tract 219.03; King County; Washington","6635","693",
"1400000US53033021904","Census Tract 219.04; King County; Washington","5720","568",
"1400000US53033021905","Census Tract 219.05; King County; Washington","5678","774",
"1400000US53033021906","Census Tract 219.06; King County; Washington","4591","526",
"1400000US53033022001","Census Tract 220.01; King County; Washington","5154","491",
"1400000US53033022003","Census Tract 220.03; King County; Washington","5227","535",
"1400000US53033022005","Census Tract 220.05; King County; Washington","4448","492",
"1400000US53033022006","Census Tract 220.06; King County; Washington","4373","699",
"1400000US53033022101","Census Tract 221.01; King County; Washington","4956","413",
"1400000US53033022102","Census Tract 221.02; King County; Washington","6480","775",
"1400000US53033022201","Census Tract 222.01; King County; Washington","4646","371",
"1400000US53033022203","Census Tract 222.03; King County; Washington","5563","582",
"1400000US53033022204","Census Tract 222.04; King County; Washington","3166","389",
"1400000US53033022205","Census Tract 222.05; King County; Washington","4141","574",
"1400000US53033022300","Census Tract 223; King County; Washington","2528","320",
"1400000US53033022401","Census Tract 224.01; King County; Washington","3499","312",
"1400000US53033022402","Census Tract 224.02; King County; Washington","6098","645",
"1400000US53033022501","Census Tract 225.01; King County; Washington","4450","783",
"1400000US53033022502","Census Tract 225.02; King County; Washington","4186","630",
"1400000US53033022603","Census Tract 226.03; King County; Washington","5973","539",
"1400000US53033022604","Census Tract 226.04; King County; Washington","4954","493",
"1400000US53033022605","Census Tract 226.05; King County; Washington","7411","1063",
"1400000US53033022606","Census Tract 226.06; King County; Washington","6391","679",
"1400000US53033022701","Census Tract 227.01; King County; Washington","2982","381",
"1400000US53033022702","Census Tract 227.02; King County; Washington","4148","356",
"1400000US53033022703","Census Tract 227.03; King County; Washington","3078","377",
"1400000US53033022802","Census Tract 228.02; King County; Washington","6380","739",
"1400000US53033022803","Census Tract 228.03; King County; Washington","7571","1094",
"1400000US53033022804","Census Tract 228.04; King County; Washington","4746","706",
"1400000US53033022805","Census Tract 228.05; King County; Washington","3429","394",
"1400000US53033022901","Census Tract 229.01; King County; Washington","3165","579",
"1400000US53033022902","Census Tract 229.02; King County; Washington","6765","635",
"1400000US53033023000","Census Tract 230; King County; Washington","7344","617",
"1400000US53033023100","Census Tract 231; King County; Washington","4501","517",
"1400000US53033023201","Census Tract 232.01; King County; Washington","5735","820",
"1400000US53033023202","Census Tract 232.02; King County; Washington","5126","956",
"1400000US53033023300","Census Tract 233; King County; Washington","7440","968",
"1400000US53033023401","Census Tract 234.01; King County; Washington","4327","682",
"1400000US53033023403","Census Tract 234.03; King County; Washington","3946","349",
"1400000US53033023404","Census Tract 234.04; King County; Washington","3525","644",
"1400000US53033023500","Census Tract 235; King County; Washington","4098","622",
"1400000US53033023601","Census Tract 236.01; King County; Washington","4678","506",
"1400000US53033023603","Census Tract 236.03; King County; Washington","6510","876",
"1400000US53033023604","Census Tract 236.04; King County; Washington","6179","685",
"1400000US53033023701","Census Tract 237.01; King County; Washington","4424","502",
"1400000US53033023702","Census Tract 237.02; King County; Washington","1283","275",
"1400000US53033023801","Census Tract 238.01; King County; Washington","3312","406",
"1400000US53033023805","Census Tract 238.05; King County; Washington","3655","531",
"1400000US53033023806","Census Tract 238.06; King County; Washington","3708","618",
"1400000US53033023807","Census Tract 238.07; King County; Washington","5906","716",
"1400000US53033023808","Census Tract 238.08; King County; Washington","2638","322",
"1400000US53033023901","Census Tract 239.01; King County; Washington","4801","735",
"1400000US53033023902","Census Tract 239.02; King County; Washington","2798","371",
"1400000US53033024001","Census Tract 240.01; King County; Washington","4403","502",
"1400000US53033024002","Census Tract 240.02; King County; Washington","4022","788",
"1400000US53033024100","Census Tract 241; King County; Washington","4617","206",
"1400000US53033024200","Census Tract 242; King County; Washington","2889","20",
"1400000US53033024301","Census Tract 243.01; King County; Washington","4893","557",
"1400000US53033024302","Census Tract 243.02; King County; Washington","3956","576",
"1400000US53033024400","Census Tract 244; King County; Washington","3166","502",
"1400000US53033024500","Census Tract 245; King County; Washington","4957","489",
"1400000US53033024601","Census Tract 246.01; King County; Washington","4798","466",
"1400000US53033024602","Census Tract 246.02; King County; Washington","3512","416",
"1400000US53033024701","Census Tract 247.01; King County; Washington","3554","331",
"1400000US53033024703","Census Tract 247.03; King County; Washington","4243","560",
"1400000US53033024704","Census Tract 247.04; King County; Washington","4352","1277",
"1400000US53033024800","Census Tract 248; King County; Washington","6268","942",
"1400000US53033024901","Census Tract 249.01; King County; Washington","4605","389",
"1400000US53033024902","Census Tract 249.02; King County; Washington","4409","653",
"1400000US53033024904","Census Tract 249.04; King County; Washington","2973","613",
"1400000US53033024905","Census Tract 249.05; King County; Washington","3502","501",
"1400000US53033025001","Census Tract 250.01; King County; Washington","5968","579",
"1400000US53033025005","Census Tract 250.05; King County; Washington","6108","591",
"1400000US53033025006","Census Tract 250.06; King County; Washington","6756","726",
"1400000US53033025007","Census Tract 250.07; King County; Washington","4804","400",
"1400000US53033025008","Census Tract 250.08; King County; Washington","2778","496",
"1400000US53033025101","Census Tract 251.01; King County; Washington","6459","828",
"1400000US53033025103","Census Tract 251.03; King County; Washington","4126","396",
"1400000US53033025104","Census Tract 251.04; King County; Washington","4476","675",
"1400000US53033025201","Census Tract 252.01; King County; Washington","3900","568",
"1400000US53033025202","Census Tract 252.02; King County; Washington","4855","890",
"1400000US53033025302","Census Tract 253.02; King County; Washington","4504","669",
"1400000US53033025303","Census Tract 253.03; King County; Washington","2673","274",
"1400000US53033025304","Census Tract 253.04; King County; Washington","4205","928",
"1400000US53033025401","Census Tract 254.01; King County; Washington","3684","745",
"1400000US53033025402","Census Tract 254.02; King County; Washington","3746","598",
"1400000US53033025500","Census Tract 255; King County; Washington","5434","674",
"1400000US53033025601","Census Tract 256.01; King County; Washington","5354","1025",
"1400000US53033025602","Census Tract 256.02; King County; Washington","6825","794",
"1400000US53033025702","Census Tract 257.02; King County; Washington","3500","340",
"1400000US53033025703","Census Tract 257.03; King County; Washington","3426","480",
"1400000US53033025704","Census Tract 257.04; King County; Washington","3862","1135",
"1400000US53033025803","Census Tract 258.03; King County; Washington","4777","765",
"1400000US53033025804","Census Tract 258.04; King County; Washington","3734","689",
"1400000US53033025805","Census Tract 258.05; King County; Washington","5421","714",
"1400000US53033025806","Census Tract 258.06; King County; Washington","5064","615",
"1400000US53033026001","Census Tract 260.01; King County; Washington","5533","652",
"1400000US53033026003","Census Tract 260.03; King County; Washington","4066","603",
"1400000US53033026004","Census Tract 260.04; King County; Washington","4235","845",
"1400000US53033026101","Census Tract 261.01; King County; Washington","3671","430",
"1400000US53033026102","Census Tract 261.02; King County; Washington","4287","915",
"1400000US53033026200","Census Tract 262; King County; Washington","6249","725",
"1400000US53033026300","Census Tract 263; King County; Washington","1621","383",
"1400000US53033026400","Census Tract 264; King County; Washington","5782","1163",
"1400000US53033026500","Census Tract 265; King County; Washington","4536","832",
"1400000US53033026600","Census Tract 266; King County; Washington","2093","409",
"1400000US53033026700","Census Tract 267; King County; Washington","5967","993",
"1400000US53033026801","Census Tract 268.01; King County; Washington","6114","707",
"1400000US53033026802","Census Tract 268.02; King County; Washington","6094","682",
"1400000US53033027000","Census Tract 270; King County; Washington","2967","483",
"1400000US53033027100","Census Tract 271; King County; Washington","4213","760",
"1400000US53033027200","Census Tract 272; King County; Washington","2898","382",
"1400000US53033027300","Census Tract 273; King County; Washington","6902","669",
"1400000US53033027400","Census Tract 274; King County; Washington","5043","730",
"1400000US53033027500","Census Tract 275; King County; Washington","4798","626",
"1400000US53033027600","Census Tract 276; King County; Washington","4232","618",
"1400000US53033027701","Census Tract 277.01; King County; Washington","5599","828",
"1400000US53033027702","Census Tract 277.02; King County; Washington","4825","501",
"1400000US53033027800","Census Tract 278; King County; Washington","3298","524",
"1400000US53033027901","Census Tract 279.01; King County; Washington","4565","925",
"1400000US53033027902","Census Tract 279.02; King County; Washington","3536","424",
"1400000US53033028000","Census Tract 280; King County; Washington","3853","764",
"1400000US53033028100","Census Tract 281; King County; Washington","3072","398",
"1400000US53033028200","Census Tract 282; King County; Washington","4990","608",
"1400000US53033028300","Census Tract 283; King County; Washington","5361","746",
"1400000US53033028402","Census Tract 284.02; King County; Washington","6101","970",
"1400000US53033028403","Census Tract 284.03; King County; Washington","5519","691",
"1400000US53033028500","Census Tract 285; King County; Washington","4522","820",
"1400000US53033028600","Census Tract 286; King County; Washington","6418","254",
"1400000US53033028700","Census Tract 287; King County; Washington","5257","651",
"1400000US53033028801","Census Tract 288.01; King County; Washington","3516","315",
"1400000US53033028802","Census Tract 288.02; King County; Washington","7438","1076",
"1400000US53033028901","Census Tract 289.01; King County; Washington","3778","737",
"1400000US53033028902","Census Tract 289.02; King County; Washington","7158","739",
"1400000US53033029001","Census Tract 290.01; King County; Washington","3982","429",
"1400000US53033029003","Census Tract 290.03; King County; Washington","5850","943",
"1400000US53033029004","Census Tract 290.04; King County; Washington","4371","1082",
"1400000US53033029101","Census Tract 291.01; King County; Washington","4397","630",
"1400000US53033029102","Census Tract 291.02; King County; Washington","4989","982",
"1400000US53033029203","Census Tract 292.03; King County; Washington","4331","431",
"1400000US53033029205","Census Tract 292.05; King County; Washington","4824","756",
"1400000US53033029206","Census Tract 292.06; King County; Washington","4688","825",
"1400000US53033029207","Census Tract 292.07; King County; Washington","2495","275",
"1400000US53033029208","Census Tract 292.08; King County; Washington","4624","702",
"1400000US53033029304","Census Tract 293.04; King County; Washington","5110","468",
"1400000US53033029305","Census Tract 293.05; King County; Washington","4685","705",
"1400000US53033029306","Census Tract 293.06; King County; Washington","3528","299",
"1400000US53033029307","Census Tract 293.07; King County; Washington","3964","664",
"1400000US53033029308","Census Tract 293.08; King County; Washington","3418","470",
"1400000US53033029309","Census Tract 293.09; King County; Washington","5451","755",
"1400000US53033029403","Census Tract 294.03; King County; Washington","5968","1046",
"1400000US53033029405","Census Tract 294.05; King County; Washington","5658","655",
"1400000US53033029406","Census Tract 294.06; King County; Washington","4772","496",
"1400000US53033029407","Census Tract 294.07; King County; Washington","5228","667",
"1400000US53033029408","Census Tract 294.08; King County; Washington","4594","813",
"1400000US53033029504","Census Tract 295.04; King County; Washington","6647","1060",
"1400000US53033029505","Census Tract 295.05; King County; Washington","4445","692",
"1400000US53033029506","Census Tract 295.06; King County; Washington","4429","761",
"1400000US53033029507","Census Tract 295.07; King County; Washington","3056","313",
"1400000US53033029508","Census Tract 295.08; King County; Washington","4303","978",
"1400000US53033029602","Census Tract 296.02; King County; Washington","7258","703",
"1400000US53033029603","Census Tract 296.03; King County; Washington","4162","882",
"1400000US53033029604","Census Tract 296.04; King County; Washington","3593","566",
"1400000US53033029701","Census Tract 297.01; King County; Washington","4788","816",
"1400000US53033029702","Census Tract 297.02; King County; Washington","3386","407",
"1400000US53033029803","Census Tract 298.03; King County; Washington","4851","450",
"1400000US53033029804","Census Tract 298.04; King County; Washington","4536","625",
"1400000US53033029805","Census Tract 298.05; King County; Washington","5029","622",
"1400000US53033029806","Census Tract 298.06; King County; Washington","5339","994",
"1400000US53033029901","Census Tract 299.01; King County; Washington","5126","601",
"1400000US53033029902","Census Tract 299.02; King County; Washington","5614","770",
"1400000US53033030003","Census Tract 300.03; King County; Washington","7225","1161",
"1400000US53033030005","Census Tract 300.05; King County; Washington","6285","676",
"1400000US53033030006","Census Tract 300.06; King County; Washington","4791","761",
"1400000US53033030007","Census Tract 300.07; King County; Washington","3997","723",
"1400000US53033030008","Census Tract 300.08; King County; Washington","4651","516",
"1400000US53033030101","Census Tract 301.01; King County; Washington","3777","678",
"1400000US53033030102","Census Tract 301.02; King County; Washington","3384","612",
"1400000US53033030201","Census Tract 302.01; King County; Washington","6025","1081",
"1400000US53033030203","Census Tract 302.03; King County; Washington","4482","598",
"1400000US53033030204","Census Tract 302.04; King County; Washington","4261","1185",
"1400000US53033030304","Census Tract 303.04; King County; Washington","4399","464",
"1400000US53033030305","Census Tract 303.05; King County; Washington","4843","568",
"1400000US53033030306","Census Tract 303.06; King County; Washington","5425","561",
"1400000US53033030308","Census Tract 303.08; King County; Washington","6123","710",
"1400000US53033030309","Census Tract 303.09; King County; Washington","5194","823",
"1400000US53033030310","Census Tract 303.10; King County; Washington","7015","936",
"1400000US53033030311","Census Tract 303.11; King County; Washington","5023","474",
"1400000US53033030312","Census Tract 303.12; King County; Washington","5352","731",
"1400000US53033030313","Census Tract 303.13; King County; Washington","5055","793",
"1400000US53033030314","Census Tract 303.14; King County; Washington","4552","670",
"1400000US53033030403","Census Tract 304.03; King County; Washington","5087","988",
"1400000US53033030404","Census Tract 304.04; King County; Washington","4741","544",
"1400000US53033030405","Census Tract 304.05; King County; Washington","3863","1158",
"1400000US53033030406","Census Tract 304.06; King County; Washington","2799","559",
"1400000US53033030407","Census Tract 304.07; King County; Washington","2640","242",
"1400000US53033030501","Census Tract 305.01; King County; Washington","2651","459",
"1400000US53033030503","Census Tract 305.03; King County; Washington","6691","805",
"1400000US53033030504","Census Tract 305.04; King County; Washington","5432","686",
"1400000US53033030600","Census Tract 306; King County; Washington","5279","889",
"1400000US53033030700","Census Tract 307; King County; Washington","4077","571",
"1400000US53033030801","Census Tract 308.01; King County; Washington","7310","1036",
"1400000US53033030802","Census Tract 308.02; King County; Washington","4489","665",
"1400000US53033030901","Census Tract 309.01; King County; Washington","4046","382",
"1400000US53033030902","Census Tract 309.02; King County; Washington","6090","349",
"1400000US53033031000","Census Tract 310; King County; Washington","4655","466",
"1400000US53033031101","Census Tract 311.01; King County; Washington","4000","809",
"1400000US53033031102","Census Tract 311.02; King County; Washington","3100","353",
"1400000US53033031202","Census Tract 312.02; King County; Washington","6116","791",
"1400000US53033031204","Census Tract 312.04; King County; Washington","6415","1069",
"1400000US53033031206","Census Tract 312.06; King County; Washington","5571","706",
"1400000US53033031207","Census Tract 312.07; King County; Washington","4875","744",
"1400000US53033031208","Census Tract 312.08; King County; Washington","4369","773",
"1400000US53033031301","Census Tract 313.01; King County; Washington","2096","254",
"1400000US53033031302","Census Tract 313.02; King County; Washington","4576","530",
"1400000US53033031400","Census Tract 314; King County; Washington","6179","553",
"1400000US53033031501","Census Tract 315.01; King County; Washington","3850","480",
"1400000US53033031502","Census Tract 315.02; King County; Washington","4900","567",
"1400000US53033031601","Census Tract 316.01; King County; Washington","5522","651",
"1400000US53033031603","Census Tract 316.03; King County; Washington","7843","712",
"1400000US53033031604","Census Tract 316.04; King County; Washington","5859","647",
"1400000US53033031605","Census Tract 316.05; King County; Washington","3791","704",
"1400000US53033031704","Census Tract 317.04; King County; Washington","6509","827",
"1400000US53033031705","Census Tract 317.05; King County; Washington","4214","627",
"1400000US53033031707","Census Tract 317.07; King County; Washington","2961","580",
"1400000US53033031708","Census Tract 317.08; King County; Washington","3693","989",
"1400000US53033031709","Census Tract 317.09; King County; Washington","3576","603",
"1400000US53033031710","Census Tract 317.10; King County; Washington","4317","827",
"1400000US53033031800","Census Tract 318; King County; Washington","5138","531",
"1400000US53033031904","Census Tract 319.04; King County; Washington","3567","779",
"1400000US53033031906","Census Tract 319.06; King County; Washington","3854","568",
"1400000US53033031908","Census Tract 319.08; King County; Washington","4126","448",
"1400000US53033031909","Census Tract 319.09; King County; Washington","3005","451",
"1400000US53033031910","Census Tract 319.10; King County; Washington","3981","660",
"1400000US53033031911","Census Tract 319.11; King County; Washington","3458","825",
"1400000US53033031912","Census Tract 319.12; King County; Washington","3796","1047",
"1400000US53033031913","Census Tract 319.13; King County; Washington","4162","670",
"1400000US53033032002","Census Tract 320.02; King County; Washington","3099","356",
"1400000US53033032003","Census Tract 320.03; King County; Washington","5488","608",
"1400000US53033032005","Census Tract 320.05; King County; Washington","7543","916",
"1400000US53033032006","Census Tract 320.06; King County; Washington","5342","564",
"1400000US53033032007","Census Tract 320.07; King County; Washington","4286","421",
"1400000US53033032008","Census Tract 320.08; King County; Washington","4696","766",
"1400000US53033032010","Census Tract 320.10; King County; Washington","6585","679",
"1400000US53033032011","Census Tract 320.11; King County; Washington","4939","389",
"1400000US53033032102","Census Tract 321.02; King County; Washington","5168","494",
"1400000US53033032103","Census Tract 321.03; King County; Washington","5588","614",
"1400000US53033032104","Census Tract 321.04; King County; Washington","6504","708",
"1400000US53033032207","Census Tract 322.07; King County; Washington","3703","406",
"1400000US53033032211","Census Tract 322.11; King County; Washington","5014","484",
"1400000US53033032213","Census Tract 322.13; King County; Washington","4739","643",
"1400000US53033032215","Census Tract 322.15; King County; Washington","5817","700",
"1400000US53033032216","Census Tract 322.16; King County; Washington","5195","1215",
